high,medium,low,listing_id
0.0252,0.1866,0.7882,7161510
0.0172,0.0744,0.9084,7220508
0.1732,0.3412,0.4856,7121813
0.016,0.0458,0.9382,7199972
0.0086,0.0318,0.9596,7158248
0.123,0.3644,0.5126,7195593
0.0272,0.2104,0.7624,7155283
0.1118,0.6156,0.2726,7092587
0.0098,0.048,0.9422,7152452
0.0842,0.3228,0.593,7116651
0.0066,0.1048,0.8886,7136591
0.0116,0.0928,0.8956,7169744
0.033,0.1052,0.8618,7165016
0.0778,0.2622,0.66,7232398
0.008,0.0746,0.9174,7203307
0.0138,0.1376,0.8486,7191197
0.0156,0.1814,0.803,7149811
0.0604,0.305,0.6346,7092982
0.0922,0.2784,0.6294,7137560
0.1982,0.2868,0.515,7173177
0.017,0.111,0.872,7190032
0.086,0.4304,0.4836,7153768
0.097,0.6982,0.2048,7142676
0.149,0.4212,0.4298,7096776
0.0322,0.3828,0.585,7131158
0.2732,0.328,0.3988,7178557
0.2328,0.42,0.3472,7212670
0.3642,0.222,0.4138,7216677
0.003,0.0142,0.9828,7138554
0.0032,0.0196,0.9772,7089770
0.0012,0.0408,0.958,7123684
0.0056,0.0936,0.9008,7136826
0.035,0.1406,0.8244,7172107
0.0242,0.155,0.8208,7155526
0.164,0.3,0.536,7178191
0.0234,0.1576,0.819,7178338
0.0544,0.2948,0.6508,7168069
0.0034,0.0652,0.9314,7179893
0.009,0.0746,0.9164,7231561
0.0578,0.7028,0.2394,7233877
0.106,0.3652,0.5288,7180615
0.048,0.7266,0.2254,7105593
0.0226,0.1946,0.7828,7131720
0.2184,0.3884,0.3932,7222182
0.0076,0.0326,0.9598,7218766
0.0054,0.0412,0.9534,7106913
0.0178,0.2236,0.7586,7137266
0.0772,0.3338,0.589,7223036
0.0096,0.1678,0.8226,7146869
0.0352,0.1926,0.7722,7198257
0.0012,0.0454,0.9534,7194077
0.0164,0.0516,0.932,7106276
0.1052,0.3618,0.533,7226205
0.284,0.326,0.39,7120927
0.1374,0.5658,0.2968,7120120
0.0612,0.714,0.2248,7098301
0.01,0.0968,0.8932,7209440
0.0014,0.006,0.9926,7202612
0.0478,0.2536,0.6986,7170684
0.1418,0.2594,0.5988,7217492
0.0342,0.1532,0.8126,7211481
0.1134,0.5762,0.3104,7140677
0.0328,0.2352,0.732,7184970
0.0892,0.4852,0.4256,7224172
0.0676,0.1418,0.7906,7117448
0.003,0.0594,0.9376,7224773
0.0444,0.071,0.8846,7187753
0.046,0.1326,0.8214,7121196
0.0176,0.7332,0.2492,7206029
0.0084,0.1056,0.886,7135403
0.0702,0.1894,0.7404,7224454
0.0246,0.175,0.8004,7092820
0.2422,0.3684,0.3894,7155931
0.0104,0.0794,0.9102,7129158
0.0306,0.2708,0.6986,7176204
0.0298,0.1632,0.807,7194310
0.1584,0.2816,0.56,7179871
0.0794,0.2618,0.6588,7090044
0.1734,0.4142,0.4124,7158880
0.004,0.0238,0.9722,7225607
0.4494,0.3244,0.2262,7121994
0.1254,0.4456,0.429,7110231
0.022,0.1212,0.8568,7156461
0.0288,0.2814,0.6898,7167432
0.0466,0.1442,0.8092,7195581
0.0142,0.1142,0.8716,7142990
0.058,0.3226,0.6194,7092445
0.2202,0.3748,0.405,7094353
0.0062,0.0654,0.9284,7206792
0.0792,0.3302,0.5906,7219333
0.0166,0.129,0.8544,7214264
0.0532,0.1318,0.815,7136794
0.0292,0.1054,0.8654,7232682
0.006,0.2618,0.7322,7187240
0.1082,0.169,0.7228,7092120
0.0432,0.1632,0.7936,7625028
0.042,0.203,0.755,7126399
0.0808,0.309,0.6102,7152788
0.0424,0.1728,0.7848,7178669
0.047,0.3252,0.6278,7190094
0.2946,0.36,0.3454,7128896
0.119,0.6398,0.2412,7201726
0.0574,0.2362,0.7064,7174460
0.0046,0.04,0.9554,7107677
0.059,0.3438,0.5972,7098053
0.3764,0.3672,0.2564,7103895
0.01,0.1062,0.8838,7234209
0.1038,0.2762,0.62,7119775
0.0226,0.1758,0.8016,7120931
0.0696,0.3328,0.5976,7109759
0.008,0.0646,0.9274,7159742
0.0022,0.1202,0.8776,7134361
0.0114,0.119,0.8696,7205654
0.009,0.1006,0.8904,7160391
0.0396,0.2168,0.7436,7231939
0.3198,0.4224,0.2578,7194279
0.0038,0.0412,0.955,7090782
0.077,0.2446,0.6784,7217480
0.2268,0.5014,0.2718,7225766
0.046,0.1996,0.7544,7101606
0.1266,0.5228,0.3506,7177687
0.0318,0.1914,0.7768,7182957
0.0082,0.0668,0.925,7231375
0.021,0.081,0.898,7227917
0.0714,0.2156,0.713,7154757
0.3312,0.3864,0.2824,7225569
0.0348,0.1208,0.8444,7205082
0.54,0.2072,0.2528,7200225
0.0086,0.055,0.9364,7208454
0.1,0.3836,0.5164,7136580
0.0524,0.3408,0.6068,7178079
0.186,0.3272,0.4868,7205528
0.0006,0.0172,0.9822,7106673
0.0056,0.027,0.9674,7202322
0.022,0.1496,0.8284,7182483
0.0594,0.2076,0.733,7177115
0.0406,0.0746,0.8848,7220248
0.1198,0.1068,0.7734,7122930
0.161,0.3076,0.5314,7174072
0.0464,0.0564,0.8972,7228780
0.0008,0.0116,0.9876,7168392
0.034,0.3262,0.6398,7103087
0.0278,0.1834,0.7888,7167730
0.0356,0.1502,0.8142,7112519
0.0268,0.2036,0.7696,7092232
0.0014,0.0146,0.984,7129137
0.0088,0.0458,0.9454,7224766
0.182,0.3358,0.4822,7214437
0.0022,0.0344,0.9634,7219769
0.0104,0.102,0.8876,7123208
0.098,0.2084,0.6936,7134466
0.0462,0.2448,0.709,7087937
0.016,0.1544,0.8296,7216657
0.0308,0.334,0.6352,7171551
0.0694,0.4148,0.5158,7155649
0.0802,0.2384,0.6814,7092653
0.153,0.3272,0.5198,7096291
0.209,0.4908,0.3002,7099234
0.0872,0.4534,0.4594,7145628
0.1574,0.2268,0.6158,7206219
0.0182,0.0388,0.943,7158170
0.0026,0.0256,0.9718,7186769
0.0082,0.0398,0.952,7152821
0.1136,0.4204,0.466,7159001
0.1688,0.4002,0.431,7091435
0.1184,0.3854,0.4962,7185493
0.0108,0.0974,0.8918,7201115
0.0944,0.4366,0.469,7159440
0.005,0.0398,0.9552,7175042
0.011,0.0864,0.9026,7149522
0.009,0.07,0.921,7195737
0.085,0.2714,0.6436,7113850
0.0178,0.0734,0.9088,7152354
0.0802,0.3458,0.574,7223629
0.1248,0.6314,0.2438,7217125
0.3286,0.3942,0.2772,7108868
0.0148,0.0878,0.8974,7134699
0.0164,0.0806,0.903,7102115
0.1458,0.3872,0.467,7172159
0.079,0.2246,0.6964,7165313
0.0352,0.2382,0.7266,7194644
0.1438,0.4032,0.453,7202032
0.0092,0.0752,0.9156,7162130
0.0116,0.1074,0.881,7220834
0.0182,0.0712,0.9106,7158714
0.011,0.219,0.77,7110743
0.0112,0.0494,0.9394,7215697
0.0028,0.042,0.9552,7188695
0.0514,0.3046,0.644,7153939
0.0088,0.0562,0.935,7102423
0.009,0.1438,0.8472,7168898
0.2818,0.3374,0.3808,7115204
0.1,0.3316,0.5684,7138168
0.042,0.2866,0.6714,7177048
0.099,0.3298,0.5712,7092327
0.0128,0.0926,0.8946,7089026
0.1108,0.3676,0.5216,7099564
0.1166,0.2152,0.6682,7196313
0.0236,0.009,0.9674,7096991
0.151,0.4214,0.4276,7202047
0.106,0.183,0.711,7122929
0.0572,0.2562,0.6866,7215954
0.0786,0.202,0.7194,7201763
0.0424,0.5392,0.4184,7113165
0.0058,0.0344,0.9598,7215196
0.0218,0.2166,0.7616,7163089
0.25,0.428,0.322,7165759
0.1344,0.3566,0.509,7118143
0.3438,0.3844,0.2718,7117663
0.1938,0.2964,0.5098,7130152
0.1708,0.4272,0.402,7200834
0.2896,0.3228,0.3876,7135756
0.1726,0.3056,0.5218,7233748
0.0022,0.0784,0.9194,7140312
0.0544,0.1968,0.7488,7134697
0.0074,0.0972,0.8954,7200025
0.0974,0.0916,0.811,7113393
0.0688,0.234,0.6972,7129824
0.1248,0.265,0.6102,7192238
0.262,0.2962,0.4418,7102011
0.0246,0.1748,0.8006,7218359
0.0148,0.0286,0.9566,7119145
0.0116,0.096,0.8924,7229437
0.317,0.2652,0.4178,7105699
0.3306,0.3762,0.2932,7115805
0.0364,0.2182,0.7454,7129013
0.006,0.0324,0.9616,7103695
0.0396,0.155,0.8054,7104526
0.1766,0.3488,0.4746,7109342
0.2496,0.4474,0.303,7136732
0.089,0.291,0.62,7110168
0.0128,0.0788,0.9084,7120335
0.0072,0.3658,0.627,7139478
0.1596,0.3792,0.4612,7210082
0.0322,0.1632,0.8046,7198219
0.0874,0.2682,0.6444,7094065
0.077,0.3312,0.5918,7172962
0.0356,0.2214,0.743,7125025
0.0434,0.2134,0.7432,7119470
0.234,0.3412,0.4248,7100218
0.0064,0.0714,0.9222,7104433
0.0578,0.189,0.7532,7172606
0.014,0.0836,0.9024,7099860
0.0,0.0034,0.9966,7138968
0.5192,0.322,0.1588,7099432
0.0776,0.2564,0.666,7226020
0.079,0.4948,0.4262,7232553
0.0016,0.0142,0.9842,7209773
0.1284,0.3948,0.4768,7098262
0.0714,0.3176,0.611,7171125
0.1406,0.2592,0.6002,7133147
0.0054,0.0436,0.951,7200503
0.0192,0.1456,0.8352,7118874
0.0336,0.1152,0.8512,7163014
0.2026,0.5734,0.224,7145100
0.007,0.139,0.854,7107843
0.0616,0.0828,0.8556,7095125
0.0268,0.171,0.8022,7159031
0.2378,0.4482,0.314,7112814
0.0302,0.1862,0.7836,7173554
0.0276,0.1466,0.8258,7113829
0.3856,0.4104,0.204,7152685
0.0618,0.2296,0.7086,7218095
0.0982,0.6012,0.3006,7163622
0.186,0.42,0.394,7101784
0.0006,0.0046,0.9948,7165927
0.128,0.456,0.416,7192226
0.0008,0.0124,0.9868,7212810
0.0652,0.2808,0.654,7209611
0.002,0.0344,0.9636,7173031
0.165,0.4734,0.3616,7158617
0.0296,0.1552,0.8152,7226873
0.0188,0.081,0.9002,7144369
0.0812,0.229,0.6898,7206530
0.0038,0.0062,0.99,7213024
0.0234,0.0866,0.89,7129766
0.006,0.014,0.98,7228021
0.0274,0.1458,0.8268,7210202
0.2684,0.2458,0.4858,7184887
0.088,0.3056,0.6064,7110916
0.045,0.3262,0.6288,7109148
0.0788,0.3062,0.615,7170043
0.0728,0.2538,0.6734,7195130
0.005,0.0484,0.9466,7194526
0.005,0.0678,0.9272,7223053
0.221,0.577,0.202,7172009
0.0298,0.1212,0.849,7141533
0.0054,0.035,0.9596,7206908
0.0896,0.2516,0.6588,7181185
0.02,0.1212,0.8588,7137201
0.013,0.0422,0.9448,7188597
0.0248,0.3254,0.6498,7216711
0.1126,0.4962,0.3912,7127625
0.0126,0.152,0.8354,7140423
0.169,0.2646,0.5664,7178897
0.4762,0.2628,0.261,7178725
0.002,0.0222,0.9758,7147937
0.1454,0.3768,0.4778,7177462
0.4984,0.2478,0.2538,7121435
0.0686,0.4294,0.502,7226986
0.05,0.1842,0.7658,7172515
0.1444,0.358,0.4976,7200415
0.0084,0.0782,0.9134,7206307
0.0554,0.2256,0.719,7196039
0.0064,0.0928,0.9008,7107804
0.0556,0.3966,0.5478,7125602
0.024,0.116,0.86,7207492
0.0232,0.219,0.7578,7180347
0.1256,0.2888,0.5856,7165452
0.0158,0.4682,0.516,7135509
0.008,0.133,0.859,7131009
0.0708,0.2874,0.6418,7198533
0.0008,0.0076,0.9916,7118208
0.0954,0.1092,0.7954,7147979
0.0026,0.0086,0.9888,7166078
0.0698,0.279,0.6512,7110516
0.0164,0.089,0.8946,7107842
0.1536,0.1896,0.6568,7228502
0.4918,0.2924,0.2158,7126847
0.0606,0.209,0.7304,7196041
0.0166,0.1004,0.883,7220456
0.0188,0.1818,0.7994,7099288
0.2144,0.4674,0.3182,7148266
0.0618,0.1968,0.7414,7154189
0.0022,0.0238,0.974,7205187
0.0712,0.2578,0.671,7177923
0.002,0.0136,0.9844,7234142
0.0312,0.359,0.6098,7093595
0.0962,0.7082,0.1956,7177538
0.0166,0.2896,0.6938,7154479
0.0018,0.0128,0.9854,7163574
0.0276,0.3126,0.6598,7122241
0.0186,0.1384,0.843,7163158
0.0144,0.264,0.7216,7201680
0.0256,0.4938,0.4806,7168408
0.004,0.0522,0.9438,7164063
0.0952,0.3952,0.5096,7185875
0.2782,0.4968,0.225,7178619
0.0026,0.0132,0.9842,7144296
0.083,0.316,0.601,7140090
0.0018,0.021,0.9772,7163290
0.0028,0.0122,0.985,7195595
0.0062,0.0396,0.9542,7088241
0.0348,0.1368,0.8284,7201650
0.0172,0.124,0.8588,7195469
0.0888,0.4246,0.4866,7092194
0.004,0.0298,0.9662,7205463
0.0576,0.2076,0.7348,7176663
0.0242,0.1064,0.8694,7190796
0.0882,0.3736,0.5382,7169104
0.03,0.2174,0.7526,7199547
0.1424,0.293,0.5646,7148254
0.0476,0.226,0.7264,7096777
0.0026,0.016,0.9814,7106221
0.034,0.2338,0.7322,7129134
0.009,0.1054,0.8856,7229398
0.381,0.3732,0.2458,7136687
0.0018,0.0328,0.9654,7186575
0.0086,0.1022,0.8892,7110701
0.007,0.0208,0.9722,7165822
0.084,0.3442,0.5718,7178487
0.0194,0.1028,0.8778,7188550
0.1232,0.5486,0.3282,7092671
0.0266,0.1472,0.8262,7126554
0.0358,0.1044,0.8598,7114333
0.0062,0.0186,0.9752,7219908
0.0432,0.2542,0.7026,7122250
0.0348,0.3492,0.616,7089520
0.0004,0.0016,0.998,7212955
0.0002,0.0048,0.995,7174596
0.0154,0.5548,0.4298,7232050
0.0214,0.078,0.9006,7167709
0.0054,0.0658,0.9288,7200116
0.0626,0.7954,0.142,7226180
0.0286,0.1954,0.776,7108757
0.0372,0.3046,0.6582,7230487
0.0632,0.256,0.6808,7110787
0.0016,0.011,0.9874,7094952
0.0074,0.0168,0.9758,7094613
0.1394,0.3632,0.4974,7178303
0.074,0.2944,0.6316,7194032
0.098,0.5116,0.3904,7171604
0.0846,0.218,0.6974,7207243
0.019,0.073,0.908,7140639
0.3808,0.4088,0.2104,7137390
0.8942,0.0826,0.0232,7142760
0.0178,0.0308,0.9514,7128191
0.0018,0.0164,0.9818,7161236
0.001,0.035,0.964,7225579
0.0964,0.2968,0.6068,7229222
0.0464,0.229,0.7246,7099953
0.0096,0.0722,0.9182,7208094
0.0508,0.3626,0.5866,7194880
0.0986,0.3306,0.5708,7230558
0.1984,0.1546,0.647,7113700
0.006,0.0454,0.9486,7189233
0.0176,0.1144,0.868,7098080
0.0168,0.1324,0.8508,7142766
0.006,0.0568,0.9372,7149842
0.1054,0.3562,0.5384,7172975
0.0548,0.2838,0.6614,7154134
0.0034,0.0336,0.963,7164280
0.005,0.0686,0.9264,7150411
0.0572,0.214,0.7288,7131342
0.0772,0.4614,0.4614,7204557
0.0876,0.4396,0.4728,7134232
0.0022,0.0396,0.9582,7223116
0.4954,0.353,0.1516,7132484
0.0288,0.321,0.6502,7125304
0.0948,0.2618,0.6434,7222024
0.0134,0.0854,0.9012,7198185
0.0098,0.088,0.9022,7113774
0.0074,0.0376,0.955,7219699
0.0604,0.3534,0.5862,7135652
0.1936,0.3476,0.4588,7219012
0.0404,0.135,0.8246,7211930
0.1304,0.5772,0.2924,7172338
0.025,0.2012,0.7738,7097611
0.043,0.1552,0.8018,7224353
0.0266,0.2724,0.701,7097582
0.0022,0.0112,0.9866,7128318
0.0004,0.0186,0.981,7203534
0.086,0.5784,0.3356,7110616
0.1894,0.415,0.3956,7200820
0.001,0.0134,0.9856,7088202
0.003,0.035,0.962,7206976
0.025,0.1936,0.7814,7162949
0.0086,0.0426,0.9488,7150521
0.025,0.0898,0.8852,7141871
0.0148,0.0556,0.9296,7087840
0.002,0.012,0.986,7100587
0.1146,0.7272,0.1582,7093030
0.0492,0.354,0.5968,7103094
0.0996,0.3788,0.5216,7205415
0.2522,0.3144,0.4334,7094171
0.0096,0.0538,0.9366,7108054
0.0336,0.1624,0.804,7092794
0.0198,0.1532,0.827,7197293
0.01,0.0592,0.9308,7213517
0.0392,0.4788,0.482,7201410
0.072,0.5132,0.4148,7207578
0.0288,0.158,0.8132,7232591
0.0228,0.0886,0.8886,7182478
0.1272,0.2766,0.5962,7115516
0.0224,0.151,0.8266,7221506
0.0468,0.1068,0.8464,7186972
0.0488,0.244,0.7072,7206568
0.009,0.0642,0.9268,7140845
0.003,0.0406,0.9564,7226513
0.0448,0.207,0.7482,7165733
0.0258,0.0822,0.892,7140892
0.0016,0.021,0.9774,7126954
0.1552,0.4524,0.3924,7211577
0.0644,0.2714,0.6642,7099478
0.04,0.2172,0.7428,7104456
0.0726,0.3268,0.6006,7102862
0.0416,0.2384,0.72,7185463
0.1128,0.3552,0.532,7178367
0.3436,0.4086,0.2478,7113840
0.0138,0.104,0.8822,7207188
0.0294,0.2226,0.748,7162231
0.0456,0.1812,0.7732,7163728
0.0802,0.5458,0.374,7189077
0.0784,0.3526,0.569,7217162
0.0098,0.0522,0.938,7229571
0.0742,0.4444,0.4814,7103389
0.0146,0.034,0.9514,7231528
0.0038,0.013,0.9832,7100658
0.2196,0.3744,0.406,7209732
0.086,0.7354,0.1786,7125078
0.1168,0.1948,0.6884,7114619
0.016,0.1958,0.7882,7214252
0.0816,0.2486,0.6698,7139760
0.0268,0.1718,0.8014,7207091
0.0704,0.559,0.3706,7231972
0.0024,0.014,0.9836,7190355
0.008,0.0454,0.9466,7100986
0.005,0.0374,0.9576,7151998
0.562,0.2892,0.1488,7219261
0.0642,0.1578,0.778,7144030
0.0306,0.0978,0.8716,7150307
0.007,0.2404,0.7526,7591779
0.0024,0.009,0.9886,7208715
0.0132,0.1366,0.8502,7170731
0.0466,0.701,0.2524,7198064
0.0086,0.0606,0.9308,7196100
0.0708,0.607,0.3222,7112076
0.0748,0.241,0.6842,7184927
0.196,0.5024,0.3016,7091075
0.0204,0.199,0.7806,7117054
0.0194,0.1256,0.855,7113995
0.0946,0.3012,0.6042,7190562
0.017,0.0288,0.9542,7191149
0.012,0.091,0.897,7095831
0.0846,0.2274,0.688,7212971
0.0038,0.0478,0.9484,7176503
0.003,0.0286,0.9684,7141268
0.0688,0.3096,0.6216,7211551
0.0424,0.4902,0.4674,7226079
0.06,0.2818,0.6582,7167760
0.0392,0.1662,0.7946,7202436
0.0194,0.3978,0.5828,7159206
0.0404,0.194,0.7656,7112834
0.0194,0.06,0.9206,7150226
0.0138,0.0996,0.8866,7101750
0.065,0.313,0.622,7191585
0.0868,0.2194,0.6938,7134940
0.0586,0.2884,0.653,7216439
0.1224,0.5258,0.3518,7201485
0.0228,0.0704,0.9068,7176309
0.0792,0.2922,0.6286,7114058
0.081,0.5826,0.3364,7194198
0.1566,0.2954,0.548,7174843
0.0132,0.132,0.8548,7139379
0.1176,0.707,0.1754,7173189
0.0964,0.1776,0.726,7157346
0.0078,0.0724,0.9198,7215676
0.0468,0.3058,0.6474,7167625
0.0046,0.0384,0.957,7212254
0.0068,0.0588,0.9344,7093648
0.4542,0.3414,0.2044,7186316
0.0374,0.138,0.8246,7128188
0.0598,0.1522,0.788,7097051
0.2654,0.4098,0.3248,7099761
0.0124,0.1746,0.813,7099449
0.0372,0.1926,0.7702,7155018
0.2428,0.3734,0.3838,7105633
0.0744,0.728,0.1976,7104378
0.0106,0.0204,0.969,7111768
0.0636,0.2908,0.6456,7231880
0.082,0.5232,0.3948,7112495
0.0274,0.1824,0.7902,7092965
0.2144,0.2772,0.5084,7109797
0.0478,0.2906,0.6616,7108909
0.043,0.2246,0.7324,7231799
0.0282,0.126,0.8458,7187718
0.0014,0.0176,0.981,7181233
0.032,0.1372,0.8308,7164989
0.054,0.3108,0.6352,7172172
0.0814,0.618,0.3006,7159312
0.043,0.1806,0.7764,7111273
0.0864,0.335,0.5786,7155346
0.0518,0.8334,0.1148,7231655
0.011,0.0448,0.9442,7222665
0.0018,0.0068,0.9914,7191664
0.0296,0.1256,0.8448,7182314
0.3822,0.3702,0.2476,7097931
0.1404,0.3926,0.467,7126018
0.0882,0.3452,0.5666,7140760
0.0014,0.0042,0.9944,7228016
0.0058,0.028,0.9662,7227037
0.0304,0.2992,0.6704,7136659
0.1702,0.629,0.2008,7094315
0.0018,0.0316,0.9666,7217225
0.0246,0.1776,0.7978,7189211
0.0038,0.0138,0.9824,7155140
0.0112,0.09,0.8988,7162895
0.0186,0.1272,0.8542,7137559
0.0656,0.491,0.4434,7218133
0.0462,0.2898,0.664,7119586
0.0156,0.0906,0.8938,7097090
0.3236,0.4028,0.2736,7212921
0.002,0.0122,0.9858,7139301
0.0112,0.0708,0.918,7189647
0.1486,0.3298,0.5216,7125299
0.0062,0.0946,0.8992,7154250
0.0064,0.0284,0.9652,7189210
0.069,0.3546,0.5764,7088238
0.233,0.313,0.454,7178602
0.0036,0.0156,0.9808,7127914
0.06,0.3344,0.6056,7118956
0.0466,0.1674,0.786,7181599
0.0032,0.0204,0.9764,7175700
0.0358,0.2226,0.7416,7122827
0.0354,0.202,0.7626,7206397
0.0004,0.0054,0.9942,7133385
0.063,0.2956,0.6414,7133150
0.0254,0.1714,0.8032,7129075
0.0712,0.2806,0.6482,7105739
0.0358,0.2224,0.7418,7113225
0.0702,0.2128,0.717,7223125
0.0188,0.107,0.8742,7218182
0.0168,0.0982,0.885,7116461
0.0044,0.0228,0.9728,7111931
0.0844,0.3208,0.5948,7128943
0.0092,0.039,0.9518,7187233
0.0954,0.4888,0.4158,7110549
0.071,0.3216,0.6074,7190717
0.069,0.1376,0.7934,7149417
0.0374,0.2288,0.7338,7156641
0.0062,0.0326,0.9612,7148855
0.0236,0.2134,0.763,7191167
0.06,0.2648,0.6752,7224127
0.0362,0.236,0.7278,7223160
0.0924,0.249,0.6586,7165610
0.0362,0.158,0.8058,7226956
0.0052,0.0502,0.9446,7170153
0.0874,0.2674,0.6452,7153059
0.002,0.0064,0.9916,7117415
0.0674,0.202,0.7306,7158727
0.0278,0.1564,0.8158,7115939
0.004,0.0192,0.9768,7179401
0.0006,0.0138,0.9856,7095247
0.0744,0.3678,0.5578,7109272
0.3112,0.4204,0.2684,7201545
0.0604,0.2896,0.65,7158392
0.083,0.2326,0.6844,7109385
0.0878,0.2548,0.6574,7137346
0.0016,0.0322,0.9662,7190270
0.0506,0.3222,0.6272,7154391
0.0056,0.0834,0.911,7191838
0.0984,0.337,0.5646,7170168
0.0388,0.4018,0.5594,7193872
0.0774,0.2004,0.7222,7166665
0.4336,0.2956,0.2708,7160127
0.0014,0.0144,0.9842,7145995
0.0238,0.208,0.7682,7194380
0.001,0.0112,0.9878,7190234
0.2096,0.4598,0.3306,7227255
0.013,0.0942,0.8928,7228646
0.0068,0.0654,0.9278,7229438
0.013,0.0794,0.9076,7177491
0.0012,0.0308,0.968,7174716
0.0012,0.0044,0.9944,7111973
0.1074,0.3448,0.5478,7195637
0.0056,0.0782,0.9162,7148699
0.004,0.0304,0.9656,7187276
0.1162,0.297,0.5868,7158539
0.0306,0.147,0.8224,7152264
0.0428,0.1824,0.7748,7203061
0.041,0.2676,0.6914,7108848
0.0534,0.4612,0.4854,7092002
0.0362,0.2662,0.6976,7100134
0.0978,0.329,0.5732,7100483
0.008,0.1172,0.8748,7110108
0.049,0.232,0.719,7151174
0.1094,0.0418,0.8488,7218575
0.1074,0.3542,0.5384,7164472
0.4332,0.4168,0.15,7137941
0.0024,0.013,0.9846,7128554
0.0444,0.092,0.8636,7217398
0.0002,0.137,0.8628,7107717
0.0768,0.0826,0.8406,7196422
0.043,0.1632,0.7938,7109798
0.0354,0.6978,0.2668,7224901
0.0032,0.0194,0.9774,7222776
0.011,0.4108,0.5782,7183625
0.1172,0.3832,0.4996,7147150
0.0218,0.0632,0.915,7185761
0.0866,0.2806,0.6328,7099009
0.002,0.0126,0.9854,7114864
0.0262,0.2138,0.76,7144104
0.0304,0.3232,0.6464,7132203
0.709,0.205,0.086,7113450
0.1046,0.0852,0.8102,7169558
0.0222,0.0742,0.9036,7148574
0.0706,0.4574,0.472,7104631
0.0276,0.0478,0.9246,7113247
0.0216,0.0726,0.9058,7150141
0.0196,0.08,0.9004,7125209
0.069,0.589,0.342,7155256
0.2766,0.3856,0.3378,7124434
0.0188,0.1952,0.786,7154812
0.1242,0.335,0.5408,7221989
0.0078,0.0912,0.901,7214794
0.02,0.1836,0.7964,7120426
0.0242,0.0408,0.935,7122684
0.0226,0.2968,0.6806,7096381
0.256,0.3816,0.3624,7174242
0.0644,0.246,0.6896,7093596
0.0786,0.3834,0.538,7196095
0.106,0.6118,0.2822,7120908
0.1154,0.744,0.1406,7120863
0.0136,0.08,0.9064,7160318
0.0948,0.16,0.7452,7131361
0.2366,0.4156,0.3478,7223503
0.1896,0.6464,0.164,7192934
0.0568,0.3744,0.5688,7134369
0.4636,0.3378,0.1986,7224880
0.0026,0.0182,0.9792,7187554
0.0304,0.1648,0.8048,7233569
0.0852,0.2924,0.6224,7115214
0.004,0.0184,0.9776,7193079
0.0034,0.0522,0.9444,7223602
0.0218,0.1086,0.8696,7146622
0.011,0.0466,0.9424,7182176
0.0404,0.2246,0.735,7123833
0.016,0.1,0.884,7188680
0.136,0.388,0.476,7181201
0.3996,0.317,0.2834,7132429
0.1204,0.4228,0.4568,7210718
0.0188,0.1198,0.8614,7205407
0.046,0.0828,0.8712,7147516
0.0444,0.2054,0.7502,7163254
0.006,0.0268,0.9672,7176754
0.039,0.1718,0.7892,7223547
0.0136,0.0624,0.924,7213983
0.0168,0.2172,0.766,7110883
0.0208,0.1386,0.8406,7223311
0.0616,0.2454,0.693,7188828
0.1396,0.4174,0.443,7110871
0.0436,0.3044,0.652,7096837
0.0474,0.2966,0.656,7125644
0.008,0.0882,0.9038,7231873
0.1284,0.6364,0.2352,7219415
0.0028,0.0206,0.9766,7163905
0.0582,0.2508,0.691,7204207
0.0172,0.2158,0.767,7206956
0.2346,0.376,0.3894,7173897
0.0188,0.1506,0.8306,7196518
0.0388,0.2456,0.7156,7099363
0.0702,0.2548,0.675,7097502
0.001,0.0044,0.9946,7203020
0.0092,0.1082,0.8826,7171376
0.0202,0.1464,0.8334,7162478
0.0162,0.0924,0.8914,7116235
0.0914,0.2014,0.7072,7146617
0.1146,0.3902,0.4952,7155984
0.0352,0.08,0.8848,7168953
0.0192,0.1096,0.8712,7224914
0.0024,0.0336,0.964,7140931
0.0012,0.0066,0.9922,7187096
0.0186,0.175,0.8064,7123781
0.0692,0.2776,0.6532,7167302
0.0432,0.4688,0.488,7110502
0.1902,0.3454,0.4644,7116163
0.0382,0.242,0.7198,7102509
0.0006,0.0146,0.9848,7205451
0.0086,0.051,0.9404,7197116
0.0362,0.2042,0.7596,7197801
0.0126,0.2354,0.752,7102403
0.0736,0.2186,0.7078,7182695
0.5338,0.2614,0.2048,7116940
0.121,0.3544,0.5246,7113676
0.0782,0.423,0.4988,7156631
0.0086,0.0686,0.9228,7215778
0.0208,0.2438,0.7354,7195095
0.0042,0.0324,0.9634,7164305
0.1664,0.4624,0.3712,7165450
0.043,0.3756,0.5814,7177070
0.0048,0.047,0.9482,7164711
0.027,0.446,0.527,7161865
0.0044,0.0634,0.9322,7139430
0.0112,0.0388,0.95,7098573
0.1554,0.3388,0.5058,7224365
0.0084,0.0382,0.9534,7108916
0.0648,0.2696,0.6656,7114144
0.0388,0.1322,0.829,7125498
0.0348,0.1358,0.8294,7215770
0.0742,0.3576,0.5682,7168803
0.0846,0.3058,0.6096,7104850
0.1308,0.4154,0.4538,7094439
0.048,0.2602,0.6918,7098681
0.052,0.2338,0.7142,7218527
0.0212,0.173,0.8058,7224261
0.0252,0.1666,0.8082,7157630
0.3632,0.2862,0.3506,7191099
0.0338,0.2066,0.7596,7178175
0.1106,0.3398,0.5496,7112846
0.021,0.0682,0.9108,7196597
0.1682,0.538,0.2938,7138001
